post_4,arsenal,astonvilla,chelsea,everton,fulham,liverpool,manchestercity,manchesterunited,newcastleunited,norwichcity,queensparkrangers,random,reading,southampton,stokecity,sunderland,swanseacity,tottenhamhotspur,westbromwichalbion,westhamunited,wiganathletic
SW9,4,1,1,1,0,0,6,7,1,0,1,46,0,0,0,1,0,9,3,4,0
SY1,2,1,2,5,1,3,5,4,2,0,1,31,0,0,0,0,0,2,2,1,0
SY10,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
SY11,1,1,0,5,0,4,3,0,0,1,1,23,0,0,0,0,0,2,1,4,0
SY12,1,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
SY13,0,0,0,1,0,5,3,5,0,0,1,15,0,0,1,0,0,0,1,1,0
SY14,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SY15,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SY16,1,1,0,1,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,2,0
SY17,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SY18,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0
SY19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SY2,0,1,2,1,0,4,2,3,1,0,1,13,0,0,0,0,0,0,2,3,0
SY20,0,2,0,2,0,2,1,4,1,0,0,8,1,0,1,0,0,0,0,0,1
SY21,0,1,1,1,0,2,0,0,1,0,0,13,0,1,0,0,0,0,0,2,0
SY22,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0
SY23,4,2,5,7,0,7,10,7,1,0,0,64,0,0,1,0,1,5,4,10,0
SY24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SY25,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SY3,5,2,0,5,2,8,1,1,1,0,2,21,0,0,1,0,0,2,0,2,0
SY4,1,0,0,1,0,1,3,2,1,0,0,16,0,0,0,0,0,0,1,0,1
SY5,0,1,0,2,0,5,1,2,0,0,4,28,2,0,1,1,0,0,0,0,0
SY6,1,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
SY7,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SY8,2,0,0,0,0,2,1,1,0,0,0,11,0,0,0,0,0,4,1,0,0
SY9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TA1,0,0,2,3,0,2,3,8,0,0,0,30,0,0,0,1,0,3,1,2,0
TA10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TA11,0,0,0,1,0,2,1,2,0,0,0,11,0,0,0,0,0,0,1,1,0
TA12,0,0,4,3,0,0,1,0,1,0,0,18,0,1,1,0,0,0,1,2,0
TA13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
TA14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
TA15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TA16,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TA17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TA18,0,0,3,0,0,3,2,1,0,0,0,7,0,0,0,0,0,1,1,2,0
TA19,1,0,0,1,0,1,1,1,0,0,1,4,0,0,0,0,0,1,1,1,0
TA2,0,0,0,2,0,2,0,1,0,0,0,25,0,0,1,0,0,1,0,0,0
TA20,0,0,0,1,0,3,0,0,1,0,0,13,0,1,0,0,0,0,1,1,0
TA21,2,1,1,1,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,1,0
TA22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TA23,1,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
TA24,0,0,1,1,0,2,0,1,0,0,1,12,0,0,0,0,0,2,0,1,0
TA3,0,0,2,1,0,1,2,3,0,1,2,11,0,0,0,0,0,0,0,0,0
TA4,1,0,1,6,1,4,5,4,1,0,0,22,0,1,0,0,0,3,1,3,0
TA5,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
TA6,3,0,1,5,0,5,5,4,0,2,1,48,0,0,2,0,0,4,0,3,0
TA7,1,0,2,1,0,2,1,1,0,0,0,9,0,0,0,0,0,1,0,1,0
TA8,0,1,0,2,0,4,2,1,0,0,1,9,0,0,0,1,0,0,1,2,1
TA9,0,1,1,2,0,4,1,3,0,0,0,24,0,0,0,3,0,1,0,4,0
TD1,1,1,1,1,0,2,1,0,1,0,0,22,0,0,0,1,1,2,0,0,0
TD10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TD11,0,1,1,1,0,0,2,3,0,0,0,8,0,0,0,0,0,1,0,1,0
TD12,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
TD13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TD14,1,0,0,3,0,1,3,1,4,1,0,4,0,0,0,0,0,0,1,0,0
TD15,3,0,0,3,0,4,4,2,3,0,0,13,0,0,0,3,0,1,1,1,0
TD2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
TD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TD4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TD5,1,0,1,2,1,3,3,0,1,0,1,8,0,0,0,0,0,0,1,2,0
TD6,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
TD7,1,0,1,2,0,1,1,2,2,0,1,13,0,0,0,0,0,1,0,1,0
TD8,1,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
TD9,2,1,1,3,0,3,4,3,3,1,1,21,1,1,1,1,1,2,2,1,0
TF1,2,1,4,3,0,4,3,3,1,0,2,26,0,0,0,0,1,3,0,1,0
TF10,1,0,1,1,0,1,2,2,1,0,1,20,0,1,0,1,0,1,0,1,0
TF11,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,1,1,0
TF12,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
TF13,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TF2,3,2,6,4,0,8,6,6,1,1,1,30,0,0,0,0,0,2,5,3,0
TF3,2,2,1,3,1,5,5,6,1,0,2,32,0,0,2,0,0,1,2,4,0
TF4,0,2,1,1,0,1,1,3,1,0,2,17,0,0,1,0,0,1,4,1,0
TF5,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0
TF6,2,2,3,2,1,3,2,3,2,0,2,17,0,0,1,0,0,1,2,2,0
TF7,1,3,1,0,0,3,2,0,0,0,0,18,0,0,0,0,0,0,0,1,0
TF8,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0
TF9,2,0,0,1,0,2,2,0,0,0,1,12,0,1,2,0,0,0,2,0,0
TN1,2,0,3,0,0,1,3,3,0,1,0,7,0,0,0,0,0,1,0,1,0
TN10,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0
TN11,1,0,1,0,0,1,1,0,0,0,1,8,0,0,0,0,0,1,0,1,0
TN12,1,0,3,0,0,1,1,1,0,1,0,9,0,0,0,1,0,3,1,3,0
TN13,0,0,1,2,1,1,0,3,0,1,0,20,0,0,0,0,0,1,1,5,0
TN14,1,0,0,3,0,0,0,1,0,0,0,18,0,0,0,1,0,1,0,1,0
TN15,2,0,1,1,0,2,1,0,0,0,1,11,0,0,0,0,0,3,0,2,0
TN16,0,0,1,0,0,1,1,0,0,1,0,18,0,0,0,0,0,1,1,0,0
TN17,1,1,1,3,0,2,6,1,1,0,2,14,0,1,0,0,1,2,1,1,0
TN18,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
TN19,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
TN2,0,0,1,1,0,0,3,1,0,0,0,12,0,0,0,0,0,1,0,0,0
TN20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN21,0,0,4,5,0,3,7,4,0,0,2,26,0,0,0,0,0,3,0,2,0
TN22,0,0,2,1,0,0,4,2,0,0,1,10,0,0,0,0,0,3,0,1,0
TN23,1,0,1,5,0,2,2,1,0,0,0,30,0,0,0,0,0,3,0,3,0
TN24,3,0,1,0,0,1,0,3,2,0,1,18,0,0,0,0,0,2,0,3,0
TN25,1,0,2,1,1,2,2,1,0,0,0,9,0,0,0,0,0,2,0,1,0
TN26,1,0,1,0,0,3,3,1,0,0,2,16,0,0,0,0,0,1,0,0,0
TN27,0,0,0,0,0,0,0,0,0,1,3,17,0,0,0,0,0,1,0,0,0
TN28,1,1,0,2,0,2,1,3,1,0,1,1,0,0,0,0,0,0,0,1,0
TN29,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0
TN3,1,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0
TN30,1,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0
TN31,0,0,1,1,1,1,2,0,1,0,1,16,0,0,0,0,0,1,1,0,0
TN32,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0
TN33,1,1,2,0,0,1,0,1,0,0,1,10,0,0,0,0,0,2,0,1,0
TN34,6,2,5,4,0,3,0,2,0,0,0,32,0,0,0,0,0,5,1,2,0
TN35,0,0,0,1,0,1,2,1,0,0,0,10,0,0,0,0,0,2,1,1,0
TN36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN37,0,0,1,3,1,2,1,1,0,0,0,15,0,0,0,1,0,2,1,3,0
TN38,3,2,1,0,0,3,3,1,0,0,0,23,0,0,0,0,0,4,3,3,0
TN39,1,0,3,2,0,2,4,2,1,0,1,29,0,0,1,1,0,1,1,1,0
TN4,1,0,1,2,0,3,2,2,0,0,0,14,0,0,0,0,0,3,1,4,0
TN40,1,0,1,1,0,0,2,2,0,1,1,18,0,0,0,0,0,3,0,2,0
TN5,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0
TN6,0,0,1,0,0,4,0,0,0,0,2,11,0,0,0,0,0,2,0,1,0
TN7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TN8,0,0,1,0,1,2,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0
TN9,0,0,2,0,0,3,5,1,0,1,2,20,0,0,0,0,0,1,0,5,1
TQ1,0,1,0,1,0,1,2,4,1,0,2,16,0,0,0,0,0,1,0,0,0
TQ10,0,0,1,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
TQ11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TQ12,3,2,2,5,0,10,4,5,1,1,2,37,0,0,0,1,0,3,4,4,0
TQ13,2,1,1,2,0,4,2,3,1,0,1,22,0,0,0,1,0,5,0,0,0
TQ14,1,0,1,2,0,3,0,0,1,1,2,11,0,0,0,0,1,1,0,2,0
TQ2,2,0,1,2,0,2,3,3,1,0,1,26,0,0,0,0,0,2,2,4,0
TQ3,1,0,1,3,0,3,3,3,0,0,2,21,0,1,0,0,0,3,1,1,0
TQ4,0,0,1,2,0,2,2,2,0,0,1,11,0,1,0,0,0,2,1,3,0
TQ5,1,0,1,1,0,2,1,1,0,0,1,12,0,0,0,0,0,0,0,1,0
TQ6,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0
TQ7,0,0,1,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,2,0,0
TQ8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TQ9,1,0,1,1,0,2,1,0,1,0,0,15,0,0,0,1,0,1,0,2,0
TR1,4,0,2,5,0,4,1,3,3,0,1,19,0,0,0,0,0,2,1,2,0
TR10,0,0,0,1,0,0,1,1,0,0,0,11,0,1,0,0,0,0,0,0,0
TR11,1,1,2,3,0,3,4,3,1,0,2,24,1,1,0,1,1,1,1,0,0
TR12,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
TR13,0,0,0,1,0,1,1,1,0,0,2,15,0,0,0,0,0,1,0,0,0
TR14,1,2,0,1,0,0,3,1,0,1,2,22,0,1,0,0,0,0,0,1,0
TR15,0,0,1,1,0,2,2,2,0,0,0,21,0,0,0,0,0,1,2,3,0
TR16,1,1,0,3,0,2,1,0,0,0,0,16,0,0,0,0,0,1,1,1,0
TR17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TR18,2,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0
TR19,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
TR2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
TR20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TR21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TR22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TR26,1,1,0,0,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0
TR27,0,0,0,0,0,0,0,3,0,0,0,10,1,0,0,0,0,0,1,1,0
TR3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0
TR4,0,0,1,3,0,0,2,1,1,0,0,7,0,0,0,1,0,1,0,1,0
TR5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
TR6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TR7,1,0,1,0,0,2,0,1,0,0,0,17,0,0,0,0,0,1,1,1,0
TR8,1,3,2,2,0,1,1,1,1,0,0,5,0,0,0,0,0,0,0,1,0
TR9,1,0,0,3,0,0,2,1,2,0,1,27,0,0,1,0,0,0,1,3,0
TS1,1,2,2,4,0,5,5,3,1,0,1,41,1,0,0,1,1,1,1,2,0
TS10,1,0,1,3,0,1,2,3,1,0,0,25,0,0,0,3,0,0,0,0,0
TS11,0,1,1,0,0,3,1,4,0,0,0,16,0,0,0,0,1,0,0,0,0
TS12,0,1,1,2,0,1,3,0,0,0,0,12,0,0,0,0,0,0,1,1,0
TS13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TS14,1,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
TS15,0,0,0,1,0,1,3,2,1,0,0,12,0,0,0,0,0,0,0,2,0
TS16,0,0,0,1,0,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0
TS17,1,1,1,7,0,1,8,4,1,0,0,54,0,2,0,1,0,1,1,2,0
TS18,2,1,1,4,0,5,3,3,2,0,1,29,0,0,0,4,0,1,4,2,0
TS19,2,1,1,7,1,0,6,2,4,0,1,14,0,0,0,2,0,0,2,1,0
TS2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
TS20,1,1,2,4,0,2,2,1,3,2,0,19,0,0,0,3,0,1,3,2,0
TS21,1,0,1,0,1,1,2,2,3,0,1,8,0,0,0,1,0,0,0,1,0
TS22,0,1,0,3,0,2,1,2,3,0,0,12,0,0,0,3,0,0,0,1,1
TS23,0,2,1,2,0,2,4,4,1,0,1,20,0,0,1,1,0,3,2,4,0
TS24,0,2,2,8,0,7,7,2,4,0,0,28,0,0,0,6,0,0,4,2,0
TS25,2,0,2,9,0,3,5,8,5,0,4,48,1,0,2,2,1,5,1,8,0
TS26,1,1,2,3,0,8,5,3,5,0,1,30,0,0,0,1,1,4,3,6,0
TS27,1,1,1,4,0,1,6,4,3,1,2,17,0,0,0,5,0,0,1,3,0
TS28,0,0,1,4,0,1,0,2,3,0,1,2,0,0,0,4,0,1,0,1,0
TS29,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0
TS3,3,1,2,3,1,1,4,0,2,0,0,22,0,0,0,1,0,0,3,1,0
TS4,1,0,1,2,0,2,1,2,2,0,0,17,0,0,1,1,0,1,0,1,0
TS5,1,1,1,5,0,1,5,3,2,0,0,36,0,0,0,1,0,1,1,2,0
TS6,1,2,2,5,1,4,3,2,1,1,2,19,0,0,1,1,1,0,1,1,0
TS7,0,0,1,1,0,0,0,0,1,0,0,12,0,0,1,0,0,1,0,1,0
TS8,1,0,1,1,0,0,1,0,0,0,0,9,0,0,0,1,0,1,1,0,0
TS9,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,0,0
TW1,5,0,2,2,1,2,3,1,1,0,4,32,0,0,0,1,0,4,1,5,0
TW10,6,1,6,6,5,6,10,4,2,0,5,42,1,0,1,0,2,6,2,4,1
TW11,1,1,2,1,0,1,1,3,0,0,2,14,0,0,1,0,0,1,2,3,0
TW12,3,0,3,3,2,0,2,2,0,1,4,14,0,0,0,0,0,4,1,0,0
TW13,3,0,7,4,0,3,6,8,0,1,2,30,0,0,1,1,0,6,0,5,0
TW14,6,0,4,5,0,2,4,6,0,0,5,20,0,1,0,2,0,2,2,5,0
TW15,6,2,8,2,1,3,4,5,0,0,2,36,0,1,1,0,0,4,0,3,0
TW16,1,0,3,4,1,3,3,1,0,0,1,20,0,0,0,0,0,3,0,2,0
TW17,2,0,3,1,2,1,3,1,0,0,1,12,0,0,0,0,0,2,1,0,0
TW18,4,0,6,5,0,4,0,4,0,0,0,28,0,0,0,0,1,4,1,7,0
TW19,2,0,2,0,0,1,1,1,0,0,0,11,0,0,0,0,0,1,1,1,0
TW2,6,1,3,7,3,1,4,8,4,0,1,25,0,1,0,0,0,6,3,6,0
TW20,1,1,2,3,2,1,2,4,1,0,3,43,0,0,1,0,1,1,2,4,0
TW3,0,0,3,3,0,4,4,1,0,0,2,29,0,0,0,0,0,3,2,0,0
TW4,4,0,3,4,0,3,6,0,1,0,6,34,0,1,0,0,0,1,2,6,0
TW5,1,2,2,4,0,4,6,5,1,0,2,22,0,0,0,0,1,4,2,5,0
TW6,6,2,6,1,1,5,6,6,4,1,4,93,0,0,1,0,0,7,0,5,0
TW7,4,2,2,4,2,5,7,6,1,0,1,37,0,0,1,1,0,5,2,6,0
TW8,5,1,4,4,0,6,5,5,1,1,5,36,0,0,1,0,0,3,0,2,0
TW9,1,0,2,2,0,1,4,2,1,0,1,13,0,0,0,0,0,1,1,2,0
UB1,5,0,0,1,0,2,2,2,0,0,0,17,0,0,0,0,0,1,0,0,0
UB10,12,3,6,8,1,8,13,8,0,0,8,53,0,1,0,0,0,8,6,10,0
UB11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UB2,0,1,2,2,0,3,2,1,0,0,1,17,0,0,0,0,0,0,0,2,0
UB3,4,0,7,5,0,2,7,6,0,0,6,24,0,0,0,0,0,4,8,2,0
UB4,2,1,6,0,0,10,7,3,0,0,2,26,0,0,0,0,0,1,3,9,0
UB5,8,2,5,3,2,4,10,5,0,0,7,26,0,0,0,0,0,5,1,1,1
UB6,3,1,4,10,1,4,5,5,0,1,4,37,0,0,1,0,0,6,1,1,0
UB7,8,1,4,6,1,2,3,6,0,0,4,42,0,0,0,0,0,3,2,8,1
UB8,3,2,9,2,1,6,4,4,0,0,6,56,0,0,1,0,0,9,4,9,0
UB9,2,0,2,0,0,2,3,0,1,1,2,11,1,0,0,0,0,1,0,0,0
W10,2,1,2,2,0,2,2,3,0,0,7,40,0,0,2,0,1,2,0,3,0
W11,2,3,3,3,1,0,1,3,0,0,3,45,1,0,0,0,0,5,2,1,0
W12,11,13,12,21,2,4,5,5,1,0,58,67,4,2,2,2,1,11,4,19,0
W13,1,0,3,0,0,1,4,2,0,0,5,26,1,0,0,0,0,1,0,2,0
W14,3,1,11,3,1,3,3,6,1,0,6,40,0,0,1,0,0,5,2,3,0
W1B,3,0,1,0,0,0,0,0,0,0,2,42,0,0,0,0,0,3,0,0,0
W1C,0,0,0,0,0,1,1,1,0,0,0,23,0,0,0,0,0,0,0,0,0
W1D,0,1,2,2,0,2,2,3,0,1,3,81,0,0,0,0,1,24,0,3,0
W1F,0,1,2,0,0,2,1,3,2,0,2,48,0,0,0,0,0,3,0,1,0
W1G,1,0,3,2,0,3,0,3,0,1,1,37,1,1,0,0,0,2,0,0,0
W1H,1,1,3,3,0,1,0,2,2,0,0,48,0,0,0,0,0,3,0,3,0
W1J,1,1,3,0,0,1,1,2,0,0,2,33,0,0,0,0,0,4,1,1,0
W1K,122,36,87,116,12,113,145,116,27,15,83,1358,5,11,15,9,10,156,40,127,6
W1S,1,0,0,0,0,0,1,3,0,0,2,27,0,0,0,0,0,2,0,0,0
W1T,3,0,1,4,1,4,2,3,1,0,0,43,1,0,0,0,0,262,2,3,0
W1U,2,1,2,2,2,2,2,1,2,0,1,27,0,0,0,0,0,4,1,2,0
W1W,1,0,1,2,0,0,4,0,0,1,4,23,0,1,1,1,0,6,0,1,0
W2,14,4,11,6,0,6,4,8,2,2,10,144,2,1,0,0,4,16,2,6,0
W3,3,2,2,8,1,4,5,3,0,1,8,47,1,0,0,1,0,4,0,3,0
W4,6,0,8,5,3,1,4,5,1,0,5,40,0,0,1,0,0,5,1,4,0
W5,5,2,9,4,0,7,8,5,2,3,8,85,0,1,2,0,0,4,3,6,0
W6,10,3,17,9,6,3,7,7,3,2,12,69,1,1,0,1,0,11,3,5,0
W7,3,2,1,2,1,1,6,3,1,0,3,19,0,1,1,0,0,5,3,5,1
W8,5,2,12,9,2,2,7,8,0,0,5,75,0,0,0,0,1,5,1,8,0
W9,4,0,3,4,1,4,5,4,1,0,5,18,0,0,0,0,0,3,0,2,0
WA1,1,4,3,15,2,17,8,18,1,0,3,58,0,0,1,0,0,4,3,7,1
WA10,0,0,2,20,0,17,4,11,3,1,2,38,0,5,1,0,0,14,2,6,1
WA11,3,0,4,20,0,24,9,18,3,0,3,50,0,3,0,0,0,11,4,6,1
WA12,2,0,1,9,1,9,5,10,1,0,0,30,0,0,1,1,0,3,3,3,3
WA13,0,0,1,1,1,2,2,1,1,1,0,8,0,0,0,0,0,0,0,0,0
WA14,3,0,5,7,0,2,13,24,0,0,0,44,0,0,1,1,0,3,1,6,0
WA15,3,1,2,5,0,9,18,23,2,3,1,41,0,0,1,0,0,5,4,3,1
WA16,2,1,3,5,0,6,9,11,3,2,1,23,0,0,0,0,0,1,3,4,0
WA2,0,1,3,13,0,12,8,18,1,0,2,64,0,0,1,0,0,8,3,7,3
WA3,2,5,3,18,1,10,9,12,1,0,2,51,0,3,0,0,0,1,2,5,5
WA4,1,2,3,10,0,13,5,9,1,0,6,53,0,0,1,0,0,0,1,2,2
WA5,4,3,6,23,0,23,11,13,4,0,3,92,1,0,0,2,1,5,2,2,1
WA6,0,0,0,6,0,6,1,1,0,0,0,18,0,2,1,0,0,1,1,1,0
WA7,3,1,7,33,0,55,8,13,2,2,2,78,0,1,1,0,0,3,7,12,0
WA8,3,3,6,33,0,37,10,12,0,0,3,89,0,1,3,1,0,3,6,7,0
WA9,3,0,3,18,1,34,8,14,0,0,2,51,0,3,0,0,0,12,4,5,0
WC1A,0,1,3,1,0,1,0,0,0,0,0,18,0,0,0,0,1,5,0,1,0
WC1B,1,0,1,0,0,0,2,1,0,0,0,15,0,0,0,1,0,9,0,0,0
WC1E,1,0,0,0,0,1,0,1,0,0,0,8,0,1,0,0,0,1,0,1,0
WC1H,1,0,1,0,0,2,0,1,0,0,1,30,0,0,0,0,0,5,1,2,0
WC1N,1,1,1,1,0,0,1,2,0,0,0,20,0,0,0,0,0,4,0,0,0
WC1R,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0
WC1V,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0
WC1X,2,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,3,0
WC2A,1,0,0,1,0,2,1,2,0,0,0,8,0,0,0,0,0,0,0,1,0
WC2B,1,0,0,1,0,0,0,2,0,0,0,18,0,0,0,0,0,2,0,0,0
WC2E,0,1,0,0,0,0,1,1,0,1,0,33,0,1,1,0,0,3,0,0,0
WC2H,4,0,1,1,0,0,0,0,1,0,3,49,0,0,0,0,0,5,0,2,0
WC2N,0,0,1,0,0,1,0,1,0,0,3,30,0,0,0,0,0,3,0,2,0
WC2R,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,1,0,5,0
WD17,4,0,7,7,2,5,8,5,0,1,5,69,0,1,0,0,0,7,5,8,0
WD18,3,1,1,3,0,1,2,1,0,2,4,32,0,0,0,0,0,2,2,5,0
WD19,7,1,2,5,0,5,2,1,0,0,2,33,0,0,0,0,1,5,1,3,0
WD23,3,0,3,1,0,0,4,2,0,0,2,18,0,2,0,1,0,5,1,2,0
WD24,4,1,3,3,0,7,5,3,0,2,2,22,0,0,0,0,0,6,2,4,0
WD25,1,0,0,2,0,0,5,2,0,1,4,31,0,1,1,1,0,5,1,2,0
WD3,9,1,8,2,0,6,7,8,1,1,7,46,0,0,1,1,0,2,0,5,0
WD4,1,0,1,2,1,1,2,0,2,0,0,17,0,0,0,0,0,1,1,3,0
WD5,2,0,1,1,0,2,1,0,0,1,1,11,0,0,0,0,0,1,1,3,0
WD6,16,1,3,4,0,1,3,5,0,0,4,42,0,0,0,1,0,11,3,4,0
WD7,2,1,1,0,0,0,3,0,1,1,1,18,0,0,0,0,0,6,1,0,0
WF1,1,1,2,3,0,6,4,4,0,2,2,47,0,0,2,0,0,0,0,0,1
WF10,2,2,2,4,0,3,7,4,1,0,3,35,0,1,1,0,1,2,3,4,0
WF11,0,0,0,1,0,1,2,1,0,0,1,13,0,0,0,1,0,0,0,0,0
WF12,2,0,3,6,0,1,2,2,1,1,1,35,0,0,0,0,0,0,2,2,1
WF13,2,0,2,0,0,1,2,3,0,0,0,20,0,0,0,0,0,1,0,1,1
WF14,1,0,1,4,1,1,6,1,1,0,0,22,0,1,0,0,0,1,0,1,0
WF15,1,1,2,5,0,3,4,2,1,2,0,17,0,1,0,0,0,1,3,1,0
WF16,0,0,1,3,0,2,1,1,0,0,1,12,0,0,0,0,0,1,0,0,0
WF17,6,0,4,4,1,7,7,7,1,1,1,25,0,2,0,1,0,3,1,1,0
WF2,1,1,1,3,0,6,4,7,0,1,1,46,1,0,0,0,0,2,1,3,1
WF3,1,1,3,7,0,4,9,4,0,1,1,45,0,1,1,0,0,1,4,2,1
WF4,6,1,2,10,0,10,13,8,3,1,4,66,0,0,0,0,0,7,3,5,0
WF5,2,1,1,3,0,1,2,1,1,1,0,16,0,0,1,1,0,0,1,2,0
WF6,0,0,1,1,0,2,2,1,1,0,0,15,0,0,0,1,0,1,0,1,0
WF7,1,0,2,2,0,2,2,2,3,0,1,15,0,0,0,1,0,0,2,1,0
WF8,3,0,2,1,0,6,4,6,0,0,1,24,0,0,0,0,0,2,2,2,0
WF9,0,0,3,7,0,2,3,7,2,0,1,26,1,0,0,0,0,0,0,2,0
